Portfolio_Return,Portfolio_ERI
3.8436361429701034,63.413917035399315
5.305384380977274,70.94041295726387
4.962967217934112,64.67685428436903
5.426548516103219,64.41545251504279
4.670728451175689,63.362067873679244
4.705319760998268,63.933230492406196
3.5184329097695723,62.797974429133006
6.541415642342876,68.6060172924761
4.108171839845868,65.68829285634482
4.946553360093853,62.30489661677604
4.891984876623896,66.61088008795278
4.299753739340051,65.38867182078803
4.454526652473622,61.891612437001314
4.256214653792504,63.84207737168694
3.5724157180181173,61.80763724758337
4.397938391906429,63.29396966638616
7.047221723347749,72.88344356813806
4.203572478599337,63.83977783155001
4.648496039072723,63.04855261747868
4.830309557865069,62.11669781063251
5.78822009201234,70.42204778594922
4.787173098741093,67.03786672907496
4.859741019028621,65.78141952958332
4.9570864229680485,61.85121219007819
4.738736435753074,65.6327173995292
4.392925827058544,64.31731361842965
4.800047766989943,63.8262744183108
5.19592341732865,67.25529649086249
4.871653435214485,62.93680506114559
5.640824096980966,64.70095525820844
5.199455027383456,67.06824040182865
3.899681902561899,62.48135786338063
3.539214083613377,60.1954999372003
3.706788612223069,62.60439295462664
4.059794105661432,62.298014096609634
5.360727934302933,64.32390695910604
4.969171230342431,63.02607901911516
5.099110468664518,63.634252860472145
4.774596274848071,64.12755093617851
4.562215080706757,60.54551716168208
5.612665912844095,64.99112666538377
4.746780231833663,58.81901877551522
5.353431743693262,63.709855829346054
5.253501491771461,68.27232048934616
5.114646088696097,65.19776227207319
5.969607544586616,65.09555717743302
5.351433851059845,64.13869616671911
4.2698715856648874,63.51198744558072
6.127617254670582,67.54205240506107
5.241836437390695,63.668387920040864
5.339024619718569,65.23828027691629
4.520317974419635,65.86551809629256
4.739273847831069,62.27792896719799
3.985401767955289,63.78915928658013
5.259574079803708,70.85963441813077
4.910260643961716,63.6955446696188
4.6995539967382545,65.94190483963015
4.596379896383418,61.791053882881656
4.263287220592589,63.08440566330614
4.414872695600409,61.831357523657175
4.706501667463598,61.67682602407636
5.02882924609222,67.20437593923836
4.657172663372116,65.32213406947879
3.9383835101716658,62.42409650464275
4.014037531940809,64.38739046750592
6.090273880692015,68.48265951412338
4.881073407050014,65.0220223649933
4.884450137928696,67.93239202613202
6.15370216979088,69.60234394162426
5.966336111471961,69.60396608802154
4.632595837113369,65.52059701176763
5.924751615207999,67.72662985774821
4.989848048914803,63.70005180187374
4.337855890353848,62.361476880639884
4.3550387077420005,63.110670755965685
5.277831077171631,64.04885620079483
4.657224930200519,62.96902204320415
5.407294649987061,66.70644627487782
5.418259630990539,65.5275911761146
5.511470836186666,66.53171989186563
5.034705689338425,61.68870189598661
5.511885474149043,69.50311934240523
4.440925126191107,61.25839330524822
3.7929239797341827,62.95441286069016
5.186237238598334,67.69279988697508
5.215474411798926,68.33916481949942
5.5941553174265986,64.63238465823328
6.147616756953766,72.15195002334526
4.8779826982138985,62.33859145893497
5.603229927248698,67.5686041250851
5.2296370328465205,63.21691902430118
5.633353666589896,67.08112078624502
4.275656578736246,63.890089653218595
6.140221313773134,69.98858197149545
3.580971936974976,62.29938293655037
5.1902179415124605,66.65424844340299
4.198855063014282,62.61440302560561
4.870055968213792,64.04571805620907
4.087576507438051,67.19377725335848
5.8489688077334145,67.68287846022174
5.893383841646049,67.41861051890265
3.9935313777809176,64.25817913685458
5.00300504800953,66.45076010497782
4.521933792310241,63.56758129648802
4.548074218687043,63.3333973170783
4.982281314325359,69.0446254692871
4.310268357066588,63.7923963743589
4.364108931144321,64.34277614955116
5.14059524994169,62.03417877091015
4.833628107849865,64.08150123923276
5.017431941994311,66.37141395784425
4.984159291173313,65.25035234993261
5.608012033797785,64.07024749274571
5.3252627032767315,64.96186102667477
4.9364211103128905,64.76288392844643
5.291173879189513,67.94222912189352
4.662636473822025,63.57621238893893
3.6584642956662714,62.56960091066185
5.408762877594958,65.80432993176106
5.411272482677127,66.96450347588457
4.387257514395289,63.92135229448894
4.011084876836512,65.21330084861665
6.455279068841476,68.26196873895466
5.060818664460912,64.33891889912269
4.549954872440141,63.533457719238605
5.457150759967806,67.05947309185191
5.4918341913038144,68.87942733759681
5.227456773209389,67.4086876449181
5.197157909477262,67.57009323265648
4.789095428609061,66.82192556724053
4.14314247929825,65.11132395819908
5.104142089011452,64.7006003416882
3.484702190324905,61.239511397682094
4.704950593638141,62.8016887727569
5.538942904735101,65.3820339976125
4.111342991732301,65.36574799369377
5.257251021464097,64.5510195738894
4.414703204707962,63.405118494542805
5.2372575371782215,67.47040251291287
5.430792623569732,66.12058478111825
4.162787557679614,64.47673022016399
3.756543202202855,66.51162921389219
5.173292634413113,66.55355100948839
5.702359172849198,64.32449661293714
4.531421308701869,65.8223098381156
5.047213456086588,66.09572153557922
4.2158175390566175,65.93810837238954
3.6458456311810075,62.51420524281187
3.8099055401551825,67.7048936061042
4.587114620159753,62.33501339163287
5.708242599390948,66.5706512955268
3.720435565993556,61.970855128900446
4.563261944079196,66.72048743941289
4.501276069050464,64.15531910768402
