Return,Volatility,ERI
10.66615171746388,0.03264914251225526,34.210421276036634
10.810448369359593,0.03295387581015232,34.44336034096401
10.529836459587846,0.03227505400355656,34.305294845770725
10.831188308315902,0.03242197443125495,34.5495929334648
10.938151291306285,0.03297427793241456,34.4874466689691
10.828555374566125,0.03252198240545501,34.427749865905454
10.78222016094826,0.032706045088655517,34.26053860215323
10.92186455038908,0.032270437502186645,34.41987120621145
10.9331430977775,0.03280454178527707,34.62410253337647
11.057621209401116,0.033207272352904965,34.59192606327867
10.882813373447377,0.03355275218657284,34.158483525720776
10.953270223459441,0.033445659788690685,34.29672630845589
10.817441730151582,0.032204921091224845,34.68138786966235
10.914496655486346,0.031592227461738884,34.19312393852833
11.346069219669392,0.032890644641904034,34.55668290664922
11.19944298088836,0.03336121646792277,34.67501521314413
10.624438663513397,0.03273333327309021,34.3218134219303
11.323372314054932,0.03234834643382999,34.883180913801255
10.988397411488686,0.03267449165612854,34.43914228110306
10.904685070174567,0.03371935936777453,34.458464237395376
11.01456434444609,0.03353878272886729,34.21455157910306
11.074134952258866,0.03323117040082137,34.568944931967096
10.854528131298178,0.033700892362577145,34.445197432225896
10.79400121450443,0.032976753927355495,34.485352520330196
11.042228390756813,0.03285070161432291,34.849830677557605
10.855386167330288,0.03210388448698059,34.51398306893673
10.997764858182386,0.03350458973786166,34.32105574988944
11.007650213257875,0.03325432924009865,34.68765322837933
10.671459380316023,0.03265542405820375,34.313290310020164
11.117521811604977,0.03333007588390427,34.414489029727946
10.771551740853834,0.032581222493295856,34.32465230574222
10.90178960866168,0.032410078181849995,34.63245094988736
11.034633922574718,0.03300785278248734,34.145574351148284
10.753773002714858,0.032583806408945114,34.47458748417668
10.639266916457775,0.03361271559278595,34.31354783934683
10.976438316928895,0.03344168537898714,34.51696071850677
10.902437159263169,0.03215660617083646,34.406468889761996
10.965888752934362,0.03311792687907251,34.56624955617323
10.909282558325028,0.03341688196899177,34.556813429349084
11.08464304362067,0.03274914620502187,34.56392548637188
10.574606720813026,0.033002086459144625,34.37021960624136
10.985912482952884,0.03288928876386837,34.674922226240234
10.946868604968882,0.0324204136680912,34.603906770592474
10.78144318501888,0.03210254027802577,34.253699392901794
10.461459072132824,0.03331058265609368,34.14905602017656
10.838581428708933,0.03183284795415048,34.50865374156656
10.742102720292843,0.03251155635196559,34.240174285285974
10.921955300172204,0.03270371263364495,34.30661233094846
10.664556067754086,0.03278909233346288,34.23444480352461
10.661848987337207,0.03268353904523106,34.476145277304006
10.865701728148922,0.033060307176080314,34.545335214778035
10.6465839845314,0.03241478449640213,34.11728414278047
11.002457669051992,0.03309004317178994,34.41090819003071
10.927266199158073,0.033596419389147224,34.43578819075007
10.804735163303882,0.032399804139657734,34.190647216989525
10.913568595022934,0.03210118923604682,34.569123912800585
10.766655252596614,0.03223152769483759,34.099691793031056
10.742466963080064,0.03256511590192194,34.50949686892166
10.787609807241834,0.032016276352625814,34.5778497248307
10.70352005802738,0.03296555791335082,34.149122403623984
11.11345652748473,0.03338284248227218,34.477658682396466
10.902907114203137,0.031689021226136815,34.55374410309412
10.68925581391598,0.03305700742337137,34.40504689411537
10.830210299620344,0.03287412705871286,34.298801456110425
10.750550006980372,0.033077204352839853,34.14230988897772
11.117107440504263,0.03235987364550964,34.580467462295175
11.12892015469729,0.032977611081049324,34.44780590346221
10.89778327822396,0.033843980883378914,34.428778323059696
10.856320819877503,0.032366361811439356,34.3617968011242
10.801955385203481,0.03248663593801649,34.250691702872736
11.00629815350529,0.03325713831895487,34.57313564298747
11.127728645114885,0.03302889551380507,34.500527286711794
11.106452624708531,0.03216431631366957,34.645893059851716
11.03513990738842,0.03241729429458875,34.51908874217662
10.978771977649611,0.033319071768245376,34.71395299537184
10.61368622361727,0.0316248034350553,34.38390505485965
11.121864920028248,0.03255735555092619,34.45915312257908
10.607355035750693,0.03240673394392971,34.424907640604886
11.035719928489538,0.03333308455151512,34.47764461896293
10.899285917681254,0.032879691940828036,34.367423958066745
10.896251480506834,0.03366271695038716,34.381555938861126
10.89055962923668,0.03280955241326938,34.41725812450878
10.897969487804005,0.03341762569369248,34.59723783541149
10.832320803034058,0.03287337702201815,34.52810767279729
11.050661543810463,0.03210096262671677,34.45738237639462
10.797953080029092,0.03273822533434937,34.45290775878014
10.903486640832753,0.032043471047837384,34.59162114903003
10.90210502517258,0.033375684853272115,34.91897832367616
11.087609453516434,0.03287504477046126,34.47993438905679
10.797688621692664,0.03241759708079853,34.20232290043461
10.727197631704023,0.03143525944820892,34.38666472217496
10.871368923994186,0.032077950023621966,34.4148180274253
10.898340349039746,0.03211506488964505,34.52830293429989
10.997196647068716,0.03312354711946824,34.62378698658533
10.722418108852098,0.03278800448145241,34.33126058513906
10.706540013054962,0.033963305989334946,34.51835805853696
10.938028821557234,0.03299814586265649,34.39531395363268
10.928218312465024,0.03264157232405901,34.249661997688094
10.868448120194628,0.03279501415376661,34.700212297403674
10.871184473046984,0.03233400018368859,34.558773017886104
10.865592434639748,0.03403069680789126,34.38451996287896
10.925519178149653,0.03254820017730576,34.33628728469172
11.097930051808913,0.03239581778002021,34.66947793657373
11.098418984070221,0.032587420898382076,34.334054512359344
10.85216818906747,0.033035466412130246,34.468221392008516
10.9038767789844,0.033205505567549275,34.465459842961494
10.992806523362306,0.032292354965095,34.59664912416598
10.647513133538832,0.03255798211758238,34.24177651492071
11.190163851976713,0.032696102172870604,34.498360686485995
10.88406585000887,0.03204333459436344,34.49264727059501
10.702450891797167,0.03340141795900001,34.32442080542457
10.799579415964097,0.033530518958889456,34.653895632675855
10.837880826935226,0.03356671227304037,34.40944246601069
10.777452223975242,0.03356394921718212,34.17322780793583
10.893615748294065,0.03321975926495899,34.73848246649115
11.22741696211521,0.03269041156846752,34.55777378684769
11.143584719572003,0.032768940576947056,34.652038545422215
10.880419106860401,0.03267511424899322,34.18326215067465
10.757405427648875,0.03196545152788753,34.47726170439958
10.784726521304508,0.03179545596481545,34.442403481857326
10.77543145804081,0.03223043313039297,34.480777886773076
10.994600181342951,0.03312192208496998,34.54582747612857
10.871509446004808,0.032545011258440656,34.52166960892301
10.815362295561155,0.03389893926484096,34.36048607268634
10.909278331739365,0.033382078381299786,34.65057504507074
10.93222762524603,0.032441022041318074,34.32624120596058
11.016285439293974,0.03306722490771197,34.491347418291795
10.74999505654965,0.031916908651035705,34.39418798852631
10.861237141621132,0.032797528996349065,34.3887801609482
10.788219120823273,0.03253733578762493,34.50107794329118
10.58356827652274,0.03223364316460931,34.371967002880055
11.066677541254286,0.031800441945111835,34.570502047225204
10.851106675210344,0.0329698272510867,34.07523235886401
10.942115608038744,0.03303854477597149,34.56267862091867
10.958777599302849,0.033285243497423705,34.88106963991409
10.821584225969982,0.03222264906307234,34.42275483012505
10.962573624656951,0.03243493829346717,34.35857787379698
10.749897032850907,0.03325826403609109,34.64095285898438
10.820667109575243,0.03310192045974673,34.65556912364478
11.041644578910514,0.03378325568097721,34.78108093611692
10.794200630567452,0.03229484297065368,34.561836998308834
10.771540697481795,0.03241008944482074,33.93609155866733
11.193244504825898,0.03197671417351495,34.63402047053552
10.838258685679932,0.032657779445023245,34.162974873817
10.728840549936539,0.03355270904869118,34.325821631160636
10.876039578724445,0.033051693172329574,34.27730541045838
10.859744001951517,0.03182565198609204,34.553572446287134
11.130506242158429,0.0323594506714357,34.570351073343026
10.77961502712671,0.032134293469984296,34.46177632623378
10.636343131367452,0.03243255585340858,34.18230809191937
11.117827257602867,0.033097741897813546,34.73820070767184
11.080184399302697,0.03234034577048849,34.62942096259907
10.92876389383025,0.032994073823432196,34.23491154815822
11.024288949535393,0.03205769179557579,34.600595359314184
10.987681755997649,0.03249560392540133,34.621542324324054
10.726505895335395,0.03300142346584974,34.539303042011454
10.799841251649976,0.03219292447653646,34.45838945816195
11.21621384217417,0.03295547855809879,34.16829200885485
10.70676841713556,0.03279224264926991,34.64886431003754
10.857177707785551,0.032795990179681156,34.376451701978894
10.617668760476676,0.03217255298617171,34.37890943693134
10.582119870697753,0.03261670873534531,34.320574708988616
10.883253802149998,0.032999116838740565,34.184484420949666
11.248567975988758,0.03290350159834347,34.27966389565678
10.66335212650667,0.03321258388403378,34.691193591127494
10.727947840937002,0.03325085219573336,34.622075901558404
10.729993209424645,0.03247443950102652,34.345372905111404
10.616759052508705,0.032990163741859035,34.558833517630404
10.861875910749266,0.03274768730312557,34.50954646471615
